SampleID	Berger Parker	Simpson	inverse Simpson	Shannon
H1	 0.25129007579167656	 0.9240238430385836	 13.162023982179548	 4.219181675553342	
H2	 0.2021266972554847	 0.9443472137695268	 17.968552299587135	 4.514295316439527	
H3	 0.14016289465664894	 0.96731110116834	 30.591425093569562	 4.74891631030656	
H4	 0.14702753507575236	 0.9499702699609265	 19.988115051170453	 4.161047437279109	
H5	 0.15713340917737076	 0.9541742781764707	 21.8218057502926	 4.379391577316441	
H6	 0.21760553304587946	 0.941324632834165	 17.042927011835914	 4.457651413113679	
E1	 0.19960792213250653	 0.8863156896525302	 8.796288572658401	 2.805430882465464	
E2	 0.5182092957547809	 0.6974789255976983	 3.3055548344052545	 2.0038262164077514	
E3	 0.5268627435347666	 0.6980191504410339	 3.3114682651581044	 2.3167627940822917	
E4	 0.19415519356486852	 0.9045032102982618	 10.471556197053996	 3.419556163524454	
E5	 0.4949924930216291	 0.7123472531465906	 3.4764138738073993	 1.9770013360648535	
E6	 0.3704039935991077	 0.8083872546344884	 5.218859518412755	 2.464000367623647	
C1	 0.08954544278514119	 0.9507971871215689	 20.324041279322213	 3.835076102195823	
C2	 0.16841895569234197	 0.9315372436603615	 14.606481734960775	 3.53917576373712	
C3	 0.2451909286377882	 0.9067881453896872	 10.728249150074967	 3.5101124325090773	
C4	 0.15789795674482784	 0.9360075070198707	 15.626832983526926	 3.778969124919106	
C5	 0.21455215956721058	 0.9180557049796731	 12.203412083195575	 3.7217394844864082	
C6	 0.2515543398657635	 0.8711986024010303	 7.763890909891797	 2.917631033466345	
